orig_address,orig_city,orig_state,orig_country,subpremise,street_number,route,locality,administrative_area_level_2,administrative_area_level_1,country,postal_code,lat,lng,partial_match
 1922 Forest Drive,Annapolis,MD,21401,"",1922,Forest Drive,Annapolis,Anne Arundel County,Maryland,United States,21401,38.976135,-76.527585,false
 8459 Hall Road,Utica,MI,48317,"",8459,Hall Road,Utica,Macomb County,Michigan,United States,48317,42.6264613,-83.0272974,false
 705 W. Eleven Mile Road,Royal Oak,MI,48067,"",705,West Eleven Mile Road,Royal Oak,Oakland County,Michigan,United States,48067,42.4895195,-83.15166830000001,false
 1008 Newport,"Pawtucket,",RI,2861,"",1008,Newport Avenue,Pawtucket,Providence County,Rhode Island,United States,02861,41.882392,-71.35452099999999,true
 147 Virginia Street,Sophia,WV,25921,"",147,Virginia Street,Beckley,Raleigh County,West Virginia,United States,25801,37.7080596,-81.251666,true
 324 2nd Avenue South,Sauk Rapids,MN,56379,"",324,2nd Avenue South,Sauk Rapids,Benton County,Minnesota,United States,56379,45.5865454,-94.1616975,false
 205 South Rum River Drive,Princeton,MN,55371,"",205,South Rum River Drive,Princeton,Mille Lacs County,Minnesota,United States,55371,45.567845,-93.5804893,false
 107 Avon Avenue South,Avon,MN,56310,"",107,4th,Avon,Stearns County,Minnesota,United States,56310,45.6090063,-94.4510895,false
 233 State Street North,Eden Valley,MN,55329,"",233,State Street North,Eden Valley,Stearns County,Minnesota,United States,55329,45.3260714,-94.54664,true
 8596 Main Avenue,Clear Lake,MN,55319,"",8596,Main Avenue,Clear Lake,Sherburne County,Minnesota,United States,55319,45.44511,-93.9986953,false
 14264 Bank Street,Becker,MN,55308,"",14264,Bank Street,Becker,Sherburne County,Minnesota,United States,55308,45.3875398,-93.86628680000001,true
 333 1st Avenue North,Long Prairie,MN,56347,"",333,1st Avenue North,Long Prairie,Todd County,Minnesota,United States,56347,45.9752635,-94.8599938,false
 2209 N Meridian Street,Greenfield,TN,38230,"",2209,North Meridian Street,Greenfield,Weakley County,Tennessee,United States,38230,36.1579345,-88.80227479999999,false
 242 Church Avenue,Chilhowie, VA,24319,"",242,North Church Avenue,Chilhowie,Smyth County,Virginia,United States,24319,36.8018341,-81.6817283,true
 814 Idaho Street,"Superior,",NE,68978,"",814,Idaho Street,Superior,Nuckolls County,Nebraska,United States,68978,40.0241348,-98.0666171,false
 241 West 4th Street,Red Cloud,NE,68970,"",241,West 4th Avenue,Red Cloud,Webster County,Nebraska,United States,68970,40.0891171,-98.5217392,true
 4270 Hawthorne Road,Indian Head,MD,20640,"",4270,Hawthorne Road,Indian Head,Charles County,Maryland,United States,20640,38.5997265,-77.130389,false
 67525 Highway 41,Pearl River,LA,70452,"",67525,Highway 41,Pearl River,St. Tammany Parish,Louisiana,United States,70452,30.4072166,-89.77363439999999,false
 2945 Old Tobacco Road,Hephzibah,GA,30815,"",2945,Old Tobacco Road,Hephzibah,Richmond County,Georgia,United States,30815,33.3948417,-82.1121332,false
 504 N Adams,Camden,AR,71701,"",504,North Adams Avenue,Camden,Ouachita County,Arkansas,United States,71701,33.5917848,-92.8324967,true
 1517 Caddo Street,Arkadelphia,AR,71923,"",1517,Caddo Street,Arkadelphia,Clark County,Arkansas,United States,71923,34.1210519,-93.06687869999999,false
 410 Windsor Avenue,Lawrenceville, VA ,23868,"",410,Windsor Avenue,Lawrenceville,Brunswick County,Virginia,United States,23868,36.7597798,-77.85147909999999,false
 135 Fonville St,Sharon,TN,38255,"",135,Fonville Street,Sharon,Weakley County,Tennessee,United States,38255,36.2366241,-88.8253962,false
 429 S. Cedar,Gleason,TN,38229,"",429,South Cedar Street,Gleason,Weakley County,Tennessee,United States,38229,36.209263,-88.605919,true
 1670 North Jefferson Street,Milledgeville,GA,31061,"",1670,North Jefferson Street Northesat,Milledgeville,Baldwin County,Georgia,United States,31061,33.1050556,-83.23255050000002,true
 306 N. Jefferson Avenue,Eatonton,GA,31024,"",306,North Jefferson Avenue,Eatonton,Putnam County,Georgia,United States,31024,33.3296803,-83.3898885,false
 513 Rose Avenue,Barnesville,GA,30204,"",513,Rose Avenue,Barnesville,Lamar County,Georgia,United States,30204,33.0469557,-84.1689447,false
 931 Hausten Street,Honolulu,HI,96826,"",931,Hausten Street,Honolulu,Honolulu County,Hawaii,United States,96826,21.292012,-157.823797,false
 711 North Oak Avenue,Ruleville,MS,38771,"",711,North Oak Avenue,Ruleville,Sunflower County,Mississippi,United States,38771,33.73188,-90.54684449999999,false
 2353 South Boulevard,Brewton,AL,36427,"",2353,South Boulevard,Brewton,Escambia County,Alabama,United States,36426,31.08358,-87.1042353,true
 208 Prairie Street,Okolona,MS,38860,"",208,Prairie Street,Okolona,Chickasaw County,Mississippi,United States,38860,34.001476,-88.7531723,false
 213 E. Minnesota Street,Brookhaven,MS,39601,"",213,East Minnesota Street,Brookhaven,Lincoln County,Mississippi,United States,39601,31.5740683,-90.4418027,false
 25046 Parksley Road,Parksley,VA,23421,"",25046,Parksley Road,Parksley,Accomack County,Virginia,United States,23421,37.7766609,-75.644232,false
 7417 Culver Road,Tuscaloosa,AL,35401,"",7417,Culver Road,Tuscaloosa,Tuscaloosa County,Alabama,United States,35401,33.1439933,-87.6397382,false
 5414 Hwy 1,Napoleonville,LA,70390,"",5414,Route 1,Napoleonville,Assumption Parish,Louisiana,United States,70390,29.9621201,-91.02800870000002,false
 101 Loop 945,Donaldsonville,LA,70346,"",101,Route 945 Loop,Donaldsonville,Ascension Parish,Louisiana,United States,70346,30.0961808,-90.99928489999999,true
 1204 Cleveland,Thibodaux,LA,70301,"",1204,Cleveland Street,Thibodaux,Lafourche Parish,Louisiana,United States,70301,29.7874063,-90.8168178,true
 179 Milledgeville Hwy,Gordon,GA,31031,"",179,Gordon Highway,Gordon,Baldwin County,Georgia,United States,31031,32.9970775,-83.25906850000001,true
 3208 West 3rd St,Duluth,MN,55806,"",3208,West 3rd Street,Duluth,St. Louis County,Minnesota,United States,55806,46.758119,-92.14134899999999,false
 311 South Main Street,Federalsburg,MD,21632,"",311,South Main Street,Federalsburg,Caroline County,Maryland,United States,21632,38.69120849999999,-75.77322579999999,false
 3009 Columbia Ave,Franklin,TN,37064,"",3009,Columbia Avenue,Franklin,Williamson County,Tennessee,United States,37064,35.8923536,-86.87622689999999,false
 208 N. Commerce Street,Portland,IN,47371,"",208,North Commerce Street,Portland,Jay County,Indiana,United States,47371,40.4350751,-84.97946759999999,false
 225 S. Main Street,Wetumka,OK,74883,"",225,South Main Street,Wetumka,Hughes County,Oklahoma,United States,74883,35.2359676,-96.24162380000001,false
 616 S. Seminole,Weleetka,OK,74880,"",616,Seminole Avenue,Weleetka,Okfuskee County,Oklahoma,United States,74880,35.3377012,-96.1367496,true
 94 Market Street,Onancock,VA,23417,"",94,Market Street,Onancock,Accomack County,Virginia,United States,23417,37.7105359,-75.74232789999999,false
 45 Main St,Upton,MA,1568,"",45,West Main Street,Upton,Worcester County,Massachusetts,United States,01568,42.1762321,-71.635246,true
 602 Newnan Road,Carrollton,GA,30117,"",602,Newnan Road,Carrollton,Carroll County,Georgia,United States,30117,33.5742619,-85.05322,false
 8312 Dallas Highway,Douglasville,GA,30134,"",8312,Dallas Highway,Douglasville,Douglas County,Georgia,United States,30134,33.753754,-84.7482818,false
 6580 Church St,Riverdale,GA,30274,"",6580,Church Street,Riverdale,Clayton County,Georgia,United States,30274,33.5747729,-84.4138703,false
 2011 Martin Luther King Jr. Blvd,Dalton,GA,30721,"",2011,Martin Luther King Junior Boulevard,Dalton,Whitfield County,Georgia,United States,30721,34.778675,-84.9338484,false
 3513 Harrison Street,Batesville,AR,72503,"",3513,Harrison Street,Batesville,Independence County,Arkansas,United States,72501,35.7692269,-91.5990028,true
 176 Hand,Pelham,GA,31779,"",176,Hand Place,Pelham,Mitchell County,Georgia,United States,31779,31.1287799,-84.1530382,true
 56 Northwest Blvd,Newton,NC,28658,"",56,Northwest Boulevard,Newton,Catawba County,North Carolina,United States,28658,35.666405,-81.231327,false
 301 N. Main,Howard,SD,57349,"",301,North Main Street,Howard,Miner County,South Dakota,United States,57349,44.0137851,-97.5269898,true
 701 Martin Luther King Jr. Blvd.,Northport,AL,35476,"",701,Martin Luther King Junior Boulevard,Northport,Tuscaloosa County,Alabama,United States,35476,33.2312622,-87.5661327,false
 1535 41st Street,Wilmington,NC,28403,"",1535,South 41st Street,Wilmington,New Hanover County,North Carolina,United States,28403,34.210502,-77.895083,true
 2560 Pennington Rd.,Pennington,NJ,8534,"",2560,Pennington Road,Pennington,Mercer County,New Jersey,United States,08534,40.3084109,-74.7858088,true
 5008 Nine Mile Road,Richmond,VA,23223,"",5008,9 Mile Road,Richmond,Henrico County,Virginia,United States,23223,37.5462966,-77.36521669999999,false
 31404 NE 1st Avenue,Carbon Hill,AL,35549,"",31404,1st Avenue Northeast,Carbon Hill,Walker County,Alabama,United States,35549,33.8767236,-87.47256639999999,true
 618 S. Maple Avenue,Lebanon,TN,37087,"",618,South Maple Street,Lebanon,Wilson County,Tennessee,United States,37087,36.19582190000001,-86.29921709999999,true
 501 W. State Street,Black Mountain,NC,28711,"",501,West State Street,Black Mountain,Buncombe County,North Carolina,United States,28711,35.6131114,-82.3274244,false
 479 County Street,New Bedford,MA,2740,"",479,County Street,New Bedford,Bristol County,Massachusetts,United States,02740,41.6360262,-70.93112339999999,true
 5301 Albemarle Road,Charlotte,NC,28212,"",5301,Albemarle Road,Charlotte,Mecklenburg County,North Carolina,United States,28212,35.203031,-80.75841799999999,false
 420 Lee St. W,Charleston,WV,25302,"",420,Lee Street West,Charleston,Kanawha County,West Virginia,United States,25302,38.3636848,-81.6446401,false
 227 E. Aspen,Pond Creek,OK,73766,"",227,West Aspen Avenue,Pond Creek,Grant County,Oklahoma,United States,73766,36.6681916,-97.8016887,true
 100 N. Barker,El Reno,OK,73036,"",100,North Barker Avenue,El Reno,Canadian County,Oklahoma,United States,73036,35.5333645,-97.9512956,true
 24 Shaker Road,Gray,ME,4039,"",24,Shaker Road,Gray,Cumberland County,Maine,United States,04039,43.888883,-70.332579,true
 904 Thomas E. Jolly Drive,Monticello,MS,39654,"",904,Thomas E Jolly Drive,Monticello,Lawrence County,Mississippi,United States,39654,31.547435,-90.117842,false
 391 E. Steve Wariner Drive,Russell Springs,KY,42642,"",391,East Steve Wariner Drive,Russell Springs,Russell County,Kentucky,United States,42642,37.0682763,-85.06412279999999,true
 1270 Highway 2565,Louisa,KY,41230,"",1270,Highway 2565,Louisa,Lawrence County,Kentucky,United States,41230,38.10815110000001,-82.6040809,true
 1449 S. 9th St,Canon City,CO,81212,"",1449,South 9th Street,Cañon City,Fremont County,Colorado,United States,81212,38.425526,-105.2322669,false
 1323 W. Keiser Ave,Osceola,AR,72370,"",1323,West Keiser Avenue,Osceola,Mississippi County,Arkansas,United States,72370,35.6979074,-89.9911832,false
 3801 Gault Avenue N,Fort Payne,AL,35967,"",3801,Gault Avenue North,Fort Payne,DeKalb County,Alabama,United States,35967,34.4813115,-85.6874178,false
 1020 S. Division,Blytheville,AR,72315,"",1020,South Division Street,Blytheville,Mississippi County,Arkansas,United States,72315,35.916767,-89.917997,true
 215 Lee Ave.,Chickamauga,GA,30707,"",215,Lee Avenue,Chickamauga,Walker County,Georgia,United States,30707,34.8734381,-85.291794,false
 443 Boynton Drive,Ringgold,GA,30736,"",443,Boynton Drive,Ringgold,Catoosa County,Georgia,United States,30736,34.914126,-85.132415,false
 106 E. Elm Street,Morrilton,AR,72110,"",106,East Elm Street,Morrilton,Conway County,Arkansas,United States,72110,35.1547569,-92.74453,false
 127 S. Canadian,Purcell,OK,73080,"",127,South Canadian Avenue,Purcell,McClain County,Oklahoma,United States,73080,35.0111248,-97.3595035,true
 3132 Tri-City Drive,Newcastle,OK,73065,"",3132,Tri City Drive,Newcastle,McClain County,Oklahoma,United States,73065,35.290559,-97.60514590000001,true
 2811 Fieldstream Drive N,Wilson,NC,27896,"",2811,Fieldstream Drive North,Wilson,Wilson County,North Carolina,United States,27896,35.7621541,-77.9331105,false
 4210 N. Saginaw,Midland,MI,48640,"",4210,North Saginaw Road,Midland,Midland County,Michigan,United States,48640,43.6419375,-84.2788826,true
 701 Pine Bluff Highway,England,AR,72046,"",701,Pine Bluff Highway,England,Lonoke County,Arkansas,United States,72046,34.5406128,-91.95552839999999,false
 154 Main Street,Clay,WV,25043,"",154,Main Street,Clay,Clay County,West Virginia,United States,25043,38.460496,-81.08455780000001,false
 405 Argyle,Minneapolis,KS,67467,"",405,Argyle Avenue,Minneapolis,Ottawa County,Kansas,United States,67467,39.1242704,-97.70295229999999,true
 555 W. Cloud Springs Road,Fort Oglethorpe,GA,30742,"",555,West Cloud Springs Road,Rossville,Catoosa County,Georgia,United States,30741,34.9634173,-85.26274900000001,true
 481 W. Main St,Greenwood, IN ,46142,"",481,West Main Street,Greenwood,Johnson County,Indiana,United States,46142,39.613062,-86.11493,false
 951 N Main,Franklin, IN,46131,"",951,North Main Street,Franklin,Johnson County,Indiana,United States,46131,39.489461,-86.058268,true
 475 West Main Street,Greenwood, IN ,46142,"",475,West Main Street,Greenwood,Johnson County,Indiana,United States,46142,39.6134327,-86.1144296,false
 965 W. Harvard Blvd,Roseburg,OR,97471,"",965,West Harvard Avenue,Roseburg,Douglas County,Oregon,United States,97471,43.2136509,-123.3600969,true
 400 Liverpool Ave.,Egg Harbor City,NJ,8215,"",400,Liverpool Avenue,Egg Harbor City,Atlantic County,New Jersey,United States,08215,39.533403,-74.643676,true
 325 Summit Street S.E.,Gainesville,GA,30501,"",325,Summit Street Southeast,Gainesville,Hall County,Georgia,United States,30501,34.2949123,-83.81916799999999,false
 209 State Street,Charlevoix,MI,49720,"",209,State Street,Charlevoix,Charlevoix County,Michigan,United States,49720,45.3169611,-85.2607249,false
 441 Spring Street,Windsor Locks,CT,6096,"",441,Spring Street,Windsor Locks,Hartford County,Connecticut,United States,06096,41.9315852,-72.6581104,true
 571 West Greenville Road,North Scituate,RI,2857,"",571,West Greenville Road,Scituate,Providence County,Rhode Island,United States,02857,41.836054,-71.584586,true
 418 N. 5th. St,Montevideo,MN,56265,"",418,North 5th Street,Montevideo,Chippewa County,Minnesota,United States,56265,44.9483224,-95.7204583,false
 595 14th Street,Granite Falls,MN,56241,"",595,14th Street,Granite Falls,Yellow Medicine County,Minnesota,United States,56241,44.8122171,-95.55824059999999,true
 31 Fourth S.E,Clara City,MN,56222,"",31,4th Avenue Southeast,Clara City,Chippewa County,Minnesota,United States,56222,44.9526311,-95.3633122,true
 206 Marietta St.,Cedartown,GA,30125,"",206,Marietta Street,Cedartown,Polk County,Georgia,United States,30125,34.0049352,-85.25337139999999,false
 207 E. Allegan Street,Otsego,MI,49078,"",207,East Allegan Street,Otsego,Allegan County,Michigan,United States,49078,42.4606168,-85.69479729999999,false
 2950 N. Cobb Pkwy,Kennesaw,GA,30152,"",2950,Cobb Parkway North,Kennesaw,Cobb County,Georgia,United States,30152,34.0246069,-84.629459,true
 210 Maple Avenue,Horse Cave,KY,42749,"",210,Maple Avenue,Horse Cave,Hart County,Kentucky,United States,42749,37.17646149999999,-85.90763369999999,false
 2033 Third Street,Alexandria,LA,71301,"",2033,North 3rd Street,Alexandria,Rapides Parish,Louisiana,United States,71301,31.3250639,-92.4585349,true
 117 Martin Luther King Drive,Winnfield,LA,71483,"",117,Martin Luther King Junior Drive,Winnfield,Winn Parish,Louisiana,United States,71483,31.9203395,-92.641734,true
 240 Azelea Street SW,Arlington,GA,39813,"",240,Azalea Street Southwest,Arlington,Early County,Georgia,United States,39813,31.4341972,-84.7281071,true
 325 Fenwick Street,Kosciusko,MS,39090,"",325,Fenwick Street,Kosciusko,Attala County,Mississippi,United States,39090,33.0698906,-89.5951731,false
 203 W. Franklin Street,"Hartington,",NE,68739,"",203,West Franklin Street,Hartington,Cedar County,Nebraska,United States,68739,42.6193826,-97.2671041,false
 2901 Douglas Avenue,Yankton,SD,57078,"",2901,Douglas Avenue,Yankton,Yankton County,South Dakota,United States,57078,42.9056048,-97.3926309,false
 307 South Fulton Street,Geneva,AL,36340,"",307,South Fulton Street,Geneva,Geneva County,Alabama,United States,36340,31.0354148,-85.8726848,false
 400 Spring Street,Hastings,MN,55033,"",400,Spring Street,Hastings,Dakota County,Minnesota,United States,55033,44.7419825,-92.8557057,false
 207 West Roane Avenue,Eupora,MS,39744,"",207,West Roane Avenue,Eupora,Webster County,Mississippi,United States,39744,33.5408135,-89.2701149,false
 431 Cumberland Street,Fayetteville,NC,28301,"",431,Cumberland Street,Fayetteville,Cumberland County,North Carolina,United States,28301,35.0656592,-78.8834529,false
 2916 Union Rd,Gastonia,NC,28054,"",2916,Union Road,Gastonia,Gaston County,North Carolina,United States,28054,35.2189494,-81.1665166,false
 158 S. Main Street,Orange,MA,1364,"",158,South Main Street,Orange,Franklin County,Massachusetts,United States,01364,42.58521100000001,-72.309496,true
 110 Bridge Street,Manchester,NH,3101,"",110,Bridge Street,Manchester,Hillsborough County,New Hampshire,United States,03101,42.9953077,-71.4598026,true
 19698 Greeno Rd,Fairhope,AL,36532,"",19698,South Greeno Road,Fairhope,Baldwin County,Alabama,United States,36532,30.5123907,-87.8850539,true
 2551 South Mckenzie St,Foley,AL,36535,"",2551,South McKenzie Street,Foley,Baldwin County,Alabama,United States,36535,30.3778426,-87.682306,false
 25102 State Street,Elberta,AL,36530,"",25102,State Street,Elberta,Baldwin County,Alabama,United States,36530,30.413906,-87.596558,false
 27409 U.S. Highway 98,Daphne,AL,36526,"",27409,U.S. 98,Daphne,Baldwin County,Alabama,United States,36526,30.6250338,-87.90824429999999,true
 128 S. Seventh Street,West Memphis,AR,72301,"",128,South 7th Street,West Memphis,Crittenden County,Arkansas,United States,72301,35.1450813,-90.1753584,false
 23185 Highway 421,Hyden,KY,41749,"",23185,U.S. 421,Hyden,Leslie County,Kentucky,United States,41749,37.1519814,-83.390486,true
 110 S. Church St,Charleston,MS,38921,"",110,North Church Street,Charleston,Tallahatchie County,Mississippi,United States,38921,34.008124,-90.0593578,true
 134 E. Main St,Tuckerton,NJ,8087,"",134,East Main Street,Tuckerton,Ocean County,New Jersey,United States,08087,39.603116,-74.338493,true
 16 Main Street,Branchville,NJ,7826,"",16,Main Street,Branchville,Sussex County,New Jersey,United States,07826,41.1473,-74.75402500000001,true
 9 Warren Street,Fryeburg,ME,4037,"",9,Warren Street,Fryeburg,Oxford County,Maine,United States,04037,44.0136792,-70.9779518,true
 273 North Ridge Avenue,Idaho Falls,ID,83402,"",273,North Ridge Avenue,Idaho Falls,Bonneville County,Idaho,United States,83402,43.4900496,-112.0361508,false
 800 W. Broad Street,Metter,GA,30439,"",800,West Broad Street,Metter,Candler County,Georgia,United States,30439,32.3974616,-82.0755468,true
 963 South Ammon Road,Idaho Falls,ID,83406,"",963,South Ammon Road,Idaho Falls,Bonneville County,Idaho,United States,83406,43.4885334,-111.9632939,false
 28868 Highway 49 North,Chase City,VA,23924,"",28868,Highway 49,Chase City,Mecklenburg County,Virginia,United States,23924,36.8164514,-78.4666664,true
 37 High Street,Milton,KY,40045,"",37,High Street,Milton,Trimble County,Kentucky,United States,40045,38.7245952,-85.3710954,false
 108 W. Watauga Avenue,Johnson City,TN,37604,"",108,West Watauga Avenue,Johnson City,Washington County,Tennessee,United States,37604,36.320991,-82.357226,false
 3200 N. O' Henry Blvd,Greensboro,NC,27415,"",3200,North Ohenry Boulevard,Greensboro,Guilford County,North Carolina,United States,27405,36.1189411,-79.7518618,true
 5591 Hwy 31 E,Westmoreland,TN,37186,"","",new Highway 31 East,Westmoreland,Sumner County,Tennessee,United States,37186,36.5652049,-86.2390334,true
 350 F St.,Wynne,AR,72396,"",350,F Street,Wynne,Cross County,Arkansas,United States,72396,35.226071,-90.794432,false
 504 Elm St,Marked Tree,AR,72365,"",504,Elm Street,Marked Tree,Poinsett County,Arkansas,United States,72365,35.5343116,-90.4156934,false
 216 East Street,Jonesboro,AR,72401,"",216,East Street,Jonesboro,Craighead County,Arkansas,United States,72401,35.8413638,-90.7024632,false
 908 Lake Road,Havelock,NC,28532,"",908,Lake Road,Havelock,Craven County,North Carolina,United States,28532,34.872677,-76.934061,false
 1000 Belle Passi Road NE,Woodburn,OR,97071,"",1000,Belle Passi Road Northeast,Woodburn,Marion County,Oregon,United States,97071,45.1241301,-122.8575611,false
 504 W. Main Street,Woodbury,TN,37190,"",504,West Main Street,Woodbury,Cannon County,Tennessee,United States,37190,35.8283322,-86.0743768,false
 203 North Lowry Street,Smyrna,TN,37167,"",203,North Lowry Street,Smyrna,Rutherford County,Tennessee,United States,37167,35.988935,-86.523656,false
 310 West Shelby Street,Falmouth,KY,41040,"",310,West Shelby Street,Falmouth,Pendleton County,Kentucky,United States,41040,38.6779811,-84.3327831,false
 106 Main Street,Berry,KY,41003,"",106,Main Street,Berry,Harrison County,Kentucky,United States,41003,38.5207413,-84.3852002,false
 828 Goering St,Woodland,WA,98674,"",828,Goerig Street,Woodland,Cowlitz County,Washington,United States,98674,45.903928,-122.743157,true
 1605 Woodland Avenue,Mankato,MN,56001,"",1605,Woodland Avenue,Mankato,Blue Earth County,Minnesota,United States,56001,44.1480881,-94.02879229999999,false
 5930 Mullen Rd SE,Lacey,WA,98503,"",5930,Mullen Road Southeast,Lacey,Thurston County,Washington,United States,98503,47.0092349,-122.803082,false
 375 Woodlawn Avenue,Mount Holly,NC,28120,"",375,Woodlawn Avenue,Mount Holly,Gaston County,North Carolina,United States,28120,35.3041636,-81.0188555,false
 6329 E. Virginia Beach Blvd,Norfolk,VA,23502,"",6329,East Virginia Beach Boulevard,Norfolk,"",Virginia,United States,23502,36.8543222,-76.1873713,false
 600 Pontiac Avenue,Cranston,RI,2910,"",600,Pontiac Avenue,Cranston,Providence County,Rhode Island,United States,02910,41.770437,-71.437301,true
 311 Holiday Square Road,Seymour,IN,47274,"","",Holiday Square Road,Seymour,Jackson County,Indiana,United States,47274,38.9596932,-85.85324299999999,true
 117 Holt Drive,Madison,IN,47250,"",117,Holt Drive,Madison,Jefferson County,Indiana,United States,47250,38.779943,-85.385595,false
 613 Quinton Street,Salem,NJ,8079,"",613,Quinton Road,Salem,Salem County,New Jersey,United States,08079,39.55831939999999,-75.4435214,true
 34 Oak St,Salem,NJ,8079,"",34,Oak Street,Salem,Salem County,New Jersey,United States,08079,39.56943330000001,-75.47163599999999,true
 8855 Main Street,Woodstock,GA,30188,"",8855,Main Street,Woodstock,Cherokee County,Georgia,United States,30188,34.0973508,-84.5199444,false
 420 Woodtick Road,Wolcott,CT,6716,"",420,Woodtick Road,Wolcott,New Haven County,Connecticut,United States,06716,41.5793834,-72.9769256,true
 200 Fredericksburg Avenue,Louisa,VA,23093,"",200,Fredericksburg Avenue,Louisa,Louisa County,Virginia,United States,23093,38.0242416,-78.000114,false
 206 E. 8th Avenue,Roselle,NJ,7203,"",206,East 8th Avenue,Roselle,Union County,New Jersey,United States,07203,40.6516649,-74.2581732,true
 9271 Shady Grove Rd,Mechanicsville,VA ,23115,"",9271,Shady Grove Road,Mechanicsville,Hanover County,Virginia,United States,23116,37.65751420000001,-77.386149,true
 1771 N. Parham Road,Richmond,VA,23229,"",1771,North Parham Road,Richmond,Henrico County,Virginia,United States,23229,37.60968889999999,-77.5630452,false
 1021 Prichard Road,Tunica,MS,38676,"",1021,Prichard Road,Tunica,Tunica County,Mississippi,United States,38676,34.700103,-90.380646,false
 761 McKinley Street,Clarksdale,MS,38614,"","","",Clarksdale,Coahoma County,Mississippi,United States,"",34.2001086,-90.5709323,true
 10 Morrell,Long Branch,NJ,7740,"",10,Morrell Street,Long Branch,Monmouth County,New Jersey,United States,07740,40.2997316,-73.99903549999999,true
 1601 S. Chickasaw,Pauls Valley,OK,73075,"",1601,South Chickasaw Street,Pauls Valley,Garvin County,Oklahoma,United States,73075,34.7214962,-97.2133569,true
 418 Highway Avenue South,Blooming Prairie,MN,55917,"",418,Highway Avenue South,Blooming Prairie,Steele County,Minnesota,United States,55917,43.8626446,-93.04877379999999,false
 1801 4th Street NW,Austin,MN,55912,"",1801,4th Street Northwest,Austin,Mower County,Minnesota,United States,55912,43.68337,-92.9802581,false
 200 Sandy Street,Fairmont,NC,28340,"",200,Sandy Street,Fairmont,Robeson County,North Carolina,United States,28340,34.5523286,-79.1754124,false
 405 East Strawberry Blvd,Chadbourn,NC,28431,"",405,East Strawberry Boulevard,Chadbourn,Columbus County,North Carolina,United States,28431,34.32856,-78.82158199999999,false
 1015 West Fifth Street,Roanoke Rapids,NC,27870,"",1015,West 5th Street,Roanoke Rapids,Halifax County,North Carolina,United States,27870,36.468337,-77.66596539999999,false
 703 N Main,Danville,VA,24541,"",703,West Main Street,Danville,"",Virginia,United States,24541,36.5718166,-79.4215743,true
 5858 Riverside Drive,Danville,VA,24540,"",5858,Riverside Drive,Danville,"",Virginia,United States,24541,36.59719279999999,-79.4888668,true
 877 Main Street,Yanceyville,NC,27379,"",877,Main Street,Yanceyville,Caswell County,North Carolina,United States,27379,36.410565,-79.346857,false
 210 South Broadway,Coweta,OK,74429,"",210,South Broadway Street,Coweta,Wagoner County,Oklahoma,United States,74429,35.9494033,-95.6509648,true
 350 High St,Raymond,MS,39202,"","","",Jackson,"",Mississippi,United States,39202,32.3163028,-90.1729106,true
 106 Cynthia St.,Clinton,MS,39056,"",106,Cynthia Street,Clinton,Hinds County,Mississippi,United States,39056,32.3488934,-90.32752500000001,false
 38 State Highway 31,Flemington,NJ,8822,"",38,Route 31,Flemington,Hunterdon County,New Jersey,United States,08822,40.5070089,-74.85081,true
 32247 South Main Street,Boykins,VA,23827,"",32247,South Main Street,Boykins,Southampton County,Virginia,United States,23827,36.5798301,-77.1987054,false
 605 2nd Avenue South,Moorhead,MN,56560,"",605,2nd Avenue South,Moorhead,Clay County,Minnesota,United States,56560,46.8725136,-96.7704588,false
 206 W. 4th Avenue,Franklin,VA,23851,"",206,West 4th Avenue,Franklin,"",Virginia,United States,23851,36.6783626,-76.92546329999999,false
 3724 Salem Rd.,Oxford,NC,27565,"",3724,Salem Road,Oxford,Granville County,North Carolina,United States,27565,36.3307994,-78.5697418,false
 404 Leonard Street,Hawley,MN,56549,"",404,Leonard Street,Hawley,Clay County,Minnesota,United States,56549,46.877764,-96.3374539,false
 407 Lake Street,Lake Park,MN,56554,"",407,Lake Street,Lake Park,Becker County,Minnesota,United States,56554,46.886591,-96.0947698,false
 814 S. Broad Street Southwest,Rome,GA,30161,"",814,South Broad Street Southwest,Rome,Floyd County,Georgia,United States,30161,34.2406049,-85.1840234,false
 119 E. Church,Quitman,MS,39355,"",119,East Church Street,Quitman,Clarke County,Mississippi,United States,39355,32.0405871,-88.72662590000002,true
 1017 East Main St,Greenup,KY,41144,"",1017,East Main Street,Greenup,Greenup County,Kentucky,United States,41144,38.5731441,-82.8323241,false
 1395 N. Central Avenue,Alexander City,AL,35010,"",1395,North Central Avenue,Alexander City,Tallapoosa County,Alabama,United States,35010,32.960464,-85.962679,false
 90 Sugarloaf Street,South Deerfield,MA,1373,"",90,Sugarloaf Street,Deerfield,Franklin County,Massachusetts,United States,01373,42.4693401,-72.5976815,true
 36900 Schoenherr Road,Sterling Heights,MI,48312,"",36900,Schoenherr Road,Sterling Heights,Macomb County,Michigan,United States,48312,42.5666519,-82.98674199999999,false
 120 N King st,Mount Hope,KS,67108,"",120,North King Street,Mount Hope,Sedgwick County,Kansas,United States,67108,37.869515,-97.66239499999999,false
 911 Biermann Street,Garden Plain,KS,67050,"",911,Biermann Street,Garden Plain,Sedgwick County,Kansas,United States,67050,37.662358,-97.685716,false
 213 W Wichita St,Colwich,KS,67030,"",213,West Wichita Avenue,Colwich,Sedgwick County,Kansas,United States,67030,37.78261,-97.537657,true
