Name,seo-url,Address,City,State,Zip,Phone,Basic Services,Embalming,Dressing & Casketing,Facilities & Staff for Visitation,Facilities & Staff for Chapel Service,Transfer Vehicle to Funeral Home,Hearse,UtilityFlower Vehicle,Lead Car,Direct Cremation with Memorial Service ,Crematory Fee,Direct Cremation
Clausen Funeral Home,clausen-funeral-home,226 East 8 Street,Burke,SD,57523,605-775-2625,2185,1185,445,325,520,170,165,Included,Included,3515,Included,2995
Clay-Barnette Funeral Home,clay-barnette-funeral-home,1401 West Dixon Blvd,Shelby,NC,28152,704-482-2424,995,595,105,250,345,195,195,65,Not Available,2125,Included,1780
Clay County Funeral Home,clay-county-funeral-home,85251 Hwy 9,Ashland,AL,36251,256-354-3214,1790,350,95,225,225,65,65,Included,Not Available,2020,300,1795
Clay Funeral Home,clay-funeral-home,7 Lee Road,Lincoln,ME,4457,207-794-2941,2241,512,124,672,762,470,370,210,Not Available,3088,300,1986
Clayton Memorial Funeral Home,clayton-memorial-funeral-home,24 S. Keen Street,Clayton,AL,36016,334-775-8405,1575,650,175,246,Included,150,310,50,Included,1831,Included,1500
Claytor Rollins  Funeral HomE,claytor-rollins-funeral-home,836 Poquoson Ave,Poquoson,VA,23662,757-868-6641,1310,625,90,425,545,255,240,125,70,2415,Included,1870
Clements Funeral Service,clements-funeral-service,148 N. Churton St.,Hillsborough,NC,27278,919-732-8002,3395,495,195,495,595,525,335,195,Not Available,3290,Included,2695
Clements Funeral Service,clements-funeral-service-01,1105 Broad Street,Durham,NC,27705,919-286-1224,3395,495,195,495,595,525,335,195,Not Available,3290,Included,2695
Clemons Funeral Home,clemons-funeral-home,210 A East N Street,Newton,NC,28658,828-464-7576,1400,600,125,200,700,75,175,Not Available,150,1895,Included,1195
Clerici Funeral Home,clerici-funeral-home,4110 Kennedy Boulevard,Union City,NJ,7087,201-863-7586,1175,675,275,750,375,345,345,300,Not Available,2075,275,1500
Cleveland Funeral Service's,cleveland-funeral-services,2518 Dixon Blvd,Shelby,NC,28152,704-487-5811,1595,595,130,300,375,250,195,195,Included,2570,Included,2195
Click Funeral Home,click-funeral-home,109 Walnut Street,Lenoir City,TN,37771,865-986-8013,1395,845,95,445,445,295,295,275,Not Available,2490,Included,1995
Click Funeral Home and CremationsTellico Village Chapel,click-funeral-home-and-cremationstellico-village-chapel,145 Chota Center,Loudon,TN,37774,865-458-6767,1395,845,95,445,445,295,295,275,Not Available,2490,Included,1995
Click Funeral Home-Hawkins Chapel,click-funeral-home-hawkins-chapel,102 B Street,Lenoir City,TN,37771,865-986-3571,1395,845,95,445,445,295,295,275,Not Available,2490,Included,1995
Clifford Funeral Home,clifford-funeral-home,2 Washington Street,Rutland,VT,5701,802-773-3010,2050,550,180,550,550,325,400,Included,Not Available,2925,Included,2375
Cline's Mortuary,clines-mortuary,412 Main,Victoria,KS,67671,785-735-9224,1285,1175,395,250,225,185,145,Not Available,Not Available,2925,Included,2700
Cline's Mortuary of Hays,clines-mortuary-of-hays,1919 E 22nd Street,Hays,KS,67601,785-628-8822,1285,1175,395,250,225,185,145,Not Available,Not Available,2925,Included,2700
Clintwood-Colley Funeral HomE,clintwood-colley-funeral-home,202 McClure Avenue,Clintwood,VA,24228,276-926-8105,1495,525,95,295,325,145,145,110,Not Available,2420,Included,1995
Clock Funeral Home of Ludington,clock-funeral-home-of-ludington,309 S. Washington Ave,Ludington,MI,49431,231-843-2531,1495,400,150,675,675,350,400,350,Not Available,3170,Included,2495
Clock Funeral Home of White Lake,clock-funeral-home-of-white-lake,413 S. Mears Avenue,Whitehall,MI,49461,231-894-5676,1495,400,150,675,675,350,400,350,Not Available,3170,Included,2495
Clock Life Story Funeral Home,clock-life-story-funeral-home,1469 Peck Street,Muskegon,MI,49443,231-722-3721,1895,800,450,450,450,400,300,250,Not Available,3740,Included,3290
Clock Life Story Funeral Home,clock-life-story-funeral-home-01,16777 Lincoln Street,Grand Haven,MI,49417,616-844-4200,1895,800,450,450,450,400,300,250,Not Available,3740,Included,3290
Clore-English Funeral Home,clore-english-funeral-home,11190 James Monroe Hwy,Culpeper,VA,22701,540-825-2361,3515,400,200,500,500,450,450,100,100,3995,Included,3495
Clyburn and Bigham Mortuary,clyburn-and-bigham-mortuary,168 W.Statesville Avenue,Mooresville,NC,28115,704-664-2575,1275,710,250,250,510,175,200,150,Not Available,1730,Included,1220
Coats Funeral Home & Crematory,coats-funeral-home-crematory,222 S. Mckinley Street,Coats,NC,27521,910-897-6303,975,600,125,925,925,150,100,60,75,1870,Included,845
Cobb Funeral Chapel,cobb-funeral-chapel,2441 Hwy 37 W,Moultrie,GA,31776,229-985-3704,1595,750,195,300,350,245,245,175,Not Available,2385,325,2085
Cobb Funeral Directors Inc.,cobb-funeral-directors-inc,603 West Main Street,Blytheville,AR,72316,870-763-4431,1435,695,175,295,495,320,255,95,115,3090,Included,2595
Cobb-Swanson Funeral Home,cobb-swanson-funeral-home,151 Orchard Lake Rd.,Pontiac,MI,48341,248-858-2640,957,525,265,225,285,205,335,Not Available,Not Available,1725,275,1300
Cochran Funeral Home,cochran-funeral-home,905 High Street,Hackettstown,NJ,7840,908-852-3361,1980,1065,420,1040,815,470,460,265,Not Available,4243,Not Available,2983
Cochran Funeral Home,cochran-funeral-home-01,4474 US 64 E,Murphy,NC,28906,828-837-9599,1925,895,250,695,695,Included,395,199,Not Available,3085,Included,2390
Cochran Funeral Home,cochran-funeral-home-012,"Hwy 76 & Rice St,",Hiawassee,GA,30546,706-896-6000,1925,895,250,695,695,Included,395,199,Not Available,3085,Included,2390
Cochran Funeral Homes,cochran-funeral-homes,32 Hospital St.,Blairsville,GA,30512,706-745-2156,1925,895,250,695,695,Included,395,199,Not Available,3085,Included,2390
Cochran & Waud Sunset Chapel,cochran-waud-sunset-chapel,715 7th St,Oregon City,OR,97045,503-656-4271,1395,395,195,165,625,295,375,295,Not Available,1120,Included,495
Codey & Jones Funeral Home,codey-jones-funeral-home,54 Roseland Avenue,Caldwell,NJ,7006,973-226-6696,2295,775,395,800,800,400,400,250,Included,3780,Included,2980
Codey & Mackey Funeral Home,codey-mackey-funeral-home,107 Essex Avenue,Boonton,NJ,7005,973-334-5252,1850,750,350,750,400,400,400,240,Not Available,3660,360,3260
Cody-White Funeral Home,cody-white-funeral-home,107 Broad St.,Milford,CT,6460,203-874-0268,3470,1200,425,1200,850,495,495,125,195,4685,325,3835
Cofer Memorial Home,cofer-memorial-home,240 Shrewsbury,Red Bank,NJ,7701,732-747-3124,1200,550,250,175,550,250,350,350,Not Available,2250,225,1700
Coffee County Funeral Chapel,coffee-county-funeral-chapel,786 McMinnville Hwy,Manchester,TN,37355,931-723-3330,1970,895,125,595,595,195,195,125,Included,2565,Included,1970
Coffey & Chism Funeral Home,coffey-chism-funeral-home,769 Highland Avenue,Vine Grove,KY,40175,270-877-2245,1732,530,180,350,350,180,190,50,Not Available,2575,Included,1950
Coffey Mortuary,coffey-mortuary,937 Broad Street,New Tazewell,TN,37879,423-626-4274,2370,695,195,375,375,420,320,220,Not Available,2400,Included,2025
Coffey Mortuary,coffey-mortuary-01,639 Beech St,Harrogate,TN,37752,423-869-4274,2370,695,195,375,375,420,320,220,Not Available,2400,Included,2025
Coffman Funeral Home & Crematory,coffman-funeral-home-crematory,315 S. Queen Street,Mount Sterling,KY,40353,859-498-2273,2000,600,200,300,300,225,375,125,Not Available,1675,Included,1375
"Coffman Funeral Home & Crematory, LLC. ",coffman-funeral-home-crematory-llc,230 Frontier Drive,Staunton,VA,24401,540-887-8111,2100,500,100,325,325,350,195,50,50,3520,Included,3195
Coffman Funeral Home & Crematory of Harrison,coffman-funeral-home-crematory-of-harrison,501 Old Bellefonte Road,Harrison,AR,72601,870-743-2021,970,600,225,300,475,200,200,125,Not Available,1725,Included,1425
Cofield Funeral Home,cofield-funeral-home,501 West 3rd Street,Weldon,NC,27890,252-536-3171,1200,500,135,250,375,150,280,175,Not Available,1850,Included,1475
Coggins Funeral Home,coggins-funeral-home,321 Hannah's Mill Road,Thomaston,GA,30286,706-647-9681,1495,995,175,575,825,295,195,Included,Not Available,3020,Included,2195
Colbert Memorial Chapel and Crematory,colbert-memorial-chapel-and-crematory,700 Hwy 43 South,Tuscumbia,AL,35674,256-383-2603,1670,610,85,260,395,255,185,75,65,2620,Included,2300
Colbert-Moran Funeral Home ,colbert-moran-funeral-home,307 North Main,Gretna, VA,24557,434-656-2211,1990,675,95,355,515,260,265,75,45,3060,Included,2545
Colboch Price  Funeral Home ,colboch-price-funeral-home,101 W. Main St,Rogersville,TN,37857,423-272-8839,2430,295,150,450,395,125,75,75,Not Available,2385,Included,1990
Cole Funeral Chapel,cole-funeral-chapel,214 E. Middle,Chelsea,MI,48118,734-475-1551,1460,655,225,450,505,270,295,160,250,1915,Included,1590
Cole & Garrett Funeral Home,cole-garrett-funeral-home,212 Tennessee 76,White House,TN,37188,615-672-3936,2595,590,260,450,450,295,110,70,Not Available,2625,Included,2175
Cole & Garrett Funeral Home,cole-garrett-funeral-home-01,127 N Main Street,Goodlettsville,TN,37072,615-859-5231,3795,990,375,550,550,325,110,70,Not Available,2725,Included,2175
Cole & Garrett Funeral Home and Cremation Service,cole-garrett-funeral-home-and-cremation-service,182 W. Main Street,Hendersonville,TN,37075,615-824-8605,3105,550,495,425,450,475,425,195,Not Available,5190,Included,1460
Cole & Maud Coolidge Chapel,cole-maud-coolidge-chapel,541 W Coolidge Avenue ,Coolidge,AZ ,85128,520-723-7722,1795,840,460,595,895,550,450,95,Not Available,2715,200,1820
Cole & MaudGardens Chapel,cole-maudgardens-chapel,525 N. Peart Road,Casa Grande,AZ,85122,520-836-8041,1795,840,460,595,895,550,450,95,Not Available,2715,200,1820
Coleman Funeral Home,coleman-funeral-home,106 Allison Cove,Oxford,MS,38655,662-234-3900,1000,800,130,345,750,350,320,150,Not Available,1935,Included,1495
Coleman Funeral Home,coleman-funeral-home-01,9150 Hwy 12 E,Ackerman,MS,39735,662-285-6628,1895,695,95,350,350,175,275,200,Included,1695,Included,1495
Coleman-Hicks Funeral Home ,coleman-hicks-funeral-home,101 N. Karwick Road,Michigan City,IN,46360,219-872-8412,900,450,125,200,300,175,200,Not Available,200,1295,Included,995
Coleman Mortuary,coleman-mortuary,422 5th St,Hoquiam,WA,98550,360-532-4090,695,355,140,135,435,210,180,90,Not Available,1430,210,995
Collier-Butler Funeral Home,collier-butler-funeral-home,824 Rainbow Drive,Gadsden,AL,35901,256-543-2140,2230,1295,195,295,595,395,295,395,Not Available,3335,Included,2740
Collier Funeral Home,collier-funeral-home,211 W. 5th Street,Benton,KY,42025,270-527-3141,2175,695,175,465,465,250,325,125,Not Available,2660,Included,2195
Collierville Funeral Home,collierville-funeral-home,534 West Poplar,Collierville,TN,38017,901-853-2628,4495,795,295,335,495,495,290,295,Not Available,4485,Included,3990
Collins Bros. Funeral Home,collins-bros-funeral-home,1234 Pine Street,Edison,GA,39846,229-835-2422,1250,600,175,150,150,225,275,125,Not Available,1450,Included,1300
Collins-Burke Funeral Home,collins-burke-funeral-home,303 Oak Hill Road,Jasper,AL,35504,205-384-5571,1210,525,225,350,425,275,300,240,Not Available,2550,Included,2125
Collins-Calhoun Funeral Home,collins-calhoun-funeral-home,19 Lincoln Avenue,Rutherford,NJ,7070,201-939-1050,2175,1195,410,1140,595,420,410,285,Not Available,3285,285,2690
Collins Funeral Home,collins-funeral-home,465 W. McClain,Scottsburg,IN,47170,812-752-3232,1995,750,295,445,445,310,330,120,Not Available ,2380,Included,1995
Collins Funeral Home,collins-funeral-home-01,4947 N. Main Street,Acworth,GA,30101,770-974-3133,2155,1175,330,475,500,425,450,385,125,4075,Included,1995
Collins Funeral Home,collins-funeral-home-012,92 East,Norwalk,CT,6851,203-866-0747,2350,900,150,200,600,700,500,250,200,4200,Included,3600
Collins-McKeeStone Funeral Home,collins-mckeestone-funeral-home,30 Riverside Hwy,Bassett,VA,24055,276-629-2515,2900,850,240,325,325,395,295,195,Included ,2790,Included,2465
Collins-Slater Funeral Home,collins-slater-funeral-home,Route 44 South,Switzer,WV,25647,304-946-2212,1000,500,175,200,200,100,200,200,Not Available,1600,Included,1400
Collinsville Dolton Funeral Home,collinsville-dolton-funeral-home,1302 Main,Collinsville,OK,74021,918-371-2111,1495,995,150,195,475,195,395,95,Not Available,2555,250,2080
Colonial Chapel Funeral Home,colonial-chapel-funeral-home,302 8th Avenue,Taylorsville,MS,39168,601-785-6564,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-01,Highway 18 E,Raleigh,MS,39153,601-782-4544,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-012,22 E 4th Ave,Bay Springs,MS,39422,601-764-2181,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-02,3202 Highway 49,Collins,MS,39428,601-765-1010,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-03,504 Airport Road,Forest,MS,39074,601-469-1941,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-04,4113 Hwy. 15 N.,Laurel,MS,39441,601-649-3342,2415,630,210,260,500,315,350,225,75,2620,450,2095
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-05,415 N Main South,Mendenhall,MS,39114,601-847-4401,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-06,3077 State Highway 13,Mendenhall,MS,39114,601-847-4401,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Chapel Funeral Home,colonial-chapel-funeral-home-07,302 8th Avenue,Magee,MS,39111,601-849-5031,1995,505,170,210,400,250,280,180,60,2015,450,1595
Colonial Funeral Home,colonial-funeral-home,2904 US Highway 23 N,Weber City,VA,24290,276-386-6151,1650,550,150,245,245,175,195,175,Not Available,3005,Included,2760
Colonial Funeral Home,colonial-funeral-home-01,323 2nd Sreet,Columbia,MS,39429,601-736-5361,3395,995,195,295,395,495,495,150,295,3135,Not Available,2740
Colonial Funeral Home,colonial-funeral-home-012,2005 S 4th Ave,Pocatello,ID,83201,208-233-1500,2350,695,195,350,450,350,225,125,Not Available,3982,Included,2090
Colonial Funeral Home,colonial-funeral-home-02,613 14th St,Phenix City,AL,36867,334-298-8728,1995,895,350,350,550,350,350,225,Not Available,2375,Included,1995
Colonial Funeral Home,colonial-funeral-home-03,87 Park Lane Road,New Milford,CT,6776,860-354-4237,2000,700,275,750,750,450,400,250,150,3650,Included,3150
Colonial Funeral Home and Chapel,colonial-funeral-home-and-chapel,127 Ellisboro Rd,Madison,NC,27025,336-427-0205,1395,650,150,300,300,195,150,125,Included,1575,300,1275
Colonial Funeral Home of Leesburg,colonial-funeral-home-of-leesburg,201 Edwards Ferry Road NE ,Leesburg,VA,20176,703-777-1414,2240,875,150,500,500,395,350,200,200,4060,Included ,3710
Colonial Southern Services,colonial-southern-services,216 Court Street,Carlisle,AR,72024,870-552-1238,995,595,175,200,200,275,325,300,300,2465,Included,795
Colquitt Funeral Home,colquitt-funeral-home,108 E. Grow Street,Colquitt,GA,39837,229-758-3571,2700,595,205,350,895,250,295,250,Not Available,4015,Included,2495
Coltrin Colonial Mortuar,coltrin-colonial-mortuar,2100 First Street,Idaho Falls,ID,83402,208-524-1000,1965,625,225,525,675,250,250,100,Not Available,2145,Included,1550
Columbia Funeral Home,columbia-funeral-home,54490 Columbia River Highway,Scappoose,OR,97056,503-397-1154,97056,495,225,225,595,300,400,195,Not Available,2590,Included,1995
Columbia Funeral Service,columbia-funeral-service,1105 Maple Street,Longview,WA,98632,360-636-4211,995,500,150,200,300,250,200,100,Not Available,1425,Included,975
Columbia Mortuary,columbia-mortuary,1010 4th Ave W,Columbia Falls,MT,59912,406-892-4289,1695,595,195,295,495,350,195,95,Not Available,3010,Included,2180
Colvin Funeral Home,colvin-funeral-home,425 N. Main Street,Princeton,IN,47670,812-385-5221,1550,795,225,595,795,264,250,95,95,3289,Included,2494
Comanche Funeral Home,comanche-funeral-home,203 Church Avenue,Comanche,OK,73529,580-439-8822,2095,500,125,200,375,150,100,100,Not Available,2300,Included,1950
Comanche Nation Funeral Home,comanche-nation-funeral-home,2701 SW J Avenue,Lawton,OK,73505,580-351-0045,1185,350,95,100,375,200,200,150,150,2665,Included,2035
Combre Funeral Home,combre-funeral-home,1200 Mill,Lake Charles,LA,70601,337-436-3341,1995,500,200,400,450,250,250,Not Available,Not Available,2145,Included,1695
Combs Funeral Service,combs-funeral-service,"291 Highway 71, Fincastle Road",Lebanon, VA ,24266,276-889-4444,1940,595,85,375,375,250,275,125,Included ,2840,Included,2465
"Combs, Parsons & Collins Funeral Home",combs-parsons-collins-funeral-home,328 W Main Street,Richmond,KY,40475,859-623-0822,1890,865,95,280,495,180,195,Not Available,60,2680,Included,2185
Comer Funeral Home,comer-funeral-home,1103 E.E. Wallace Blvd,Ferriday,LA,71334,318-757-4131,1400,770,175,450,450,295,350,100,Not Available,2345,Included,1995
Community Chapel Funeral Home,community-chapel-funeral-home,112 Wimberly Drive,Jeffersonville,GA,31044,478-945-3683,1450,525,Included,150,150,175,175,Not Available,Included,1655,Included,1505
Community Cremation &Funeral,community-cremation-funeral,"4407 N. DivisionStreet, Suite 103",Spokane,WA,99207,509-483-3440,1400,350,75,125,400,225,150,Not Available,Not Available,1750,Included,945
Community Funeral Home,community-funeral-home,909 Fifth Street,Lynchburg,VA,24504,434-847-7775,2000,700,150,365,365,200,200,100,100,4160,Included,3795
Community Funeral Home,community-funeral-home-01,1624 N. Pine Street,Guthrie,OK,73044,405-282-5100,1090,450,180,175,275,180,205,90,Not Available,1225,Included,940
Community Funeral Home ,community-funeral-home-012,1210 Ballentine Blvd,Norfolk,VA,23504,757-625-7415,1250,600,250,250,400,250,500,100,100,1145,Included,895
Community Funeral Home,community-funeral-home-02,1701 Parks Ave,Virginia Beach, VA,23451,757-428-2768,1250,600,250,250,400,250,500,100,100,1145,Included ,895
Community Funeral Home,community-funeral-home-03,17762 Cedar Springs Road,Blakely,GA,39823,229-723-5570,2295,900,350,350,350,175,225,200,125,2795,Included,2495
Community Funeral Home,community-funeral-home-04,4902 Zebulon Avenue,Pikeville,KY,41501,606-437-1991,990,425,80,325,275,75,98,78,Not Available,1770,Included,1495
Community Funeral Home,community-funeral-home-05,230 South Hollywood Road,Houma,LA,70360,985-868-2410,3575,575,375,225,500,300,350,Not Available,Not Available,2400,400,1900
Community Funeral Home,community-funeral-home-06,306 North Sycamore Street,Rose Hill,NC,28458,910-289-4115,1640,565,125,295,300,175,125,75,Not Available,2145,Included,1895
Community Funeral Home of Beulaville,community-funeral-home-of-beulaville,840 W. Main Street,Beulaville,NC,28518,910-298-4678,1045,475,375,395,395,Included,235,135,Not Available,1965,Not Available,1570
Community Funeral Home of Warsaw,community-funeral-home-of-warsaw,1654 Highway 24 & 50 E,Warsaw,NC,28398,091-029-3757,1640,565,125,295,300,175,125,75,Not Available,2145,Included,1895
Community Funeral Service,community-funeral-service,2003 East Market Street,Greensboro,NC,27401,336-275-8571,1100,550,175,250,350,150,250,100,100,1140,Included,790
Community Funeral Services,community-funeral-services,109 Fontaine Drive,Ridgeway, VA ,24148,276-632-5466,1835,850,240,195,195,395,295,195,Not Available,2035,Included ,1840
Concordia Funeral Home,concordia-funeral-home,609 Alabama Avenue,Ferriday,LA,71334,318-757-2741,1300,450,Included,250,350,125,150,75,Not Available,2050,Included,1800
Condon Funeral Home,condon-funeral-home,684 Kearny Avenue,Kearny,NJ,7032,201-991-1568,1700,850,375,995,475,300,350,325,Not Available,2630,250,2230
Condon Memorial Home,condon-memorial-home,210 Davis Ave,Harrison,NJ,7029,973-483-1367,1600,795,300,830,400,300,325,325,Not Available,2630,Included,2280
Cone Funeral Home,cone-funeral-home,1510 Campbell Lane,Bowling Green,KY,42104,270-904-4201,2550,575,245,275,275,275,275,125,Not Available,3210,Included,1995
Conger-Morris Central Point Chapel,conger-morris-central-point-chapel,800 S Front St,Central Point,OR,97502,541-664-3361,1785,435,250,245,475,485,335,195,Not Available,1865,Included,1390
Conger-Morris Funeral Director,conger-morris-funeral-director,767 South Riverside Avenue,Medford,OR,97501,541-772-7111,1785,435,250,245,475,485,335,195,Not Available,1865,Included,1390
Congo Funeral Home North Chapel,congo-funeral-home-north-chapel,2317 N. Market Street,Wilmington,DE,19802,302-652-8887,1795,890,375,680,770,225,385,235,Included,2275,Included,1595
Congo Funeral Home West Chapel,congo-funeral-home-west-chapel,201 N. Gray Ave.,Wilmington,DE,19805,302-652-8887,1795,890,375,680,770,225,385,235,Included,2275,Included,1595
Conkle Funeral Home,conkle-funeral-home,4925 W. 16,Speedway,IN,46224,317-241-6333,1695,900,360,600,650,395,350,75,75,3375,Included,2725
Conkle Funeral Home ,conkle-funeral-home-01,76 N. State Rd. 267,Avon,IN,46123,317-272-4600,1695,900,360,600,650,395,350,75,75,3375,Included,2725
Conley Funeral & Crematory Service,conley-funeral-crematory-service,138 Belmont Street,Brockton,MA,2301,508-586-0742,2145,675,275,650,750,395,350,175,Not Available,3740,250,2990
Connecticut Direct Burial & Cremation Society,connecticut-direct-burial-cremation-society,580 Elm Street,Rocky Hill,CT,6067,860-721-7419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Included,1780
Conner Bowman Funeral Home and Crematory ,conner-bowman-funeral-home-and-crematory,62 Virginia Market Place Drive,Rocky Mount,VA,24151,540-334-5151,1695,675,225,390,360,240,270,140,140,2460,Included,2100
Conner-Hankins Funeral Home,conner-hankins-funeral-home,2833 Hwy 62 West,Mountain Home,AR,72654,870-425-3353,975,400,265,375,450,245,185,Included,Not Available,1640,Included,1240
Conner & Koch Funeral Home,conner-koch-funeral-home,92 W. Franklin,Bellbrook,OH,45305,937-848-6651,1295,490,295,300,300,375,285,155,Not Available,2360,Included,2060
Conner-Westbury Funeral Home,conner-westbury-funeral-home,1891 W. Mcintosh,Griffin,GA,30223,770-227-2300,950,700,100,200,125,150,325,Not Available,Not Available,2495,Included,1995
Connley Brothers Funeral Home,connley-brothers-funeral-home,11 East Southern Ave.,Covington,KY,41015,859-431-2241,1995,1095,515,270,595,340,340,85,Not Available,2430,Included,1835
Connor-Healy Funeral Home & Crematory Center,connor-healy-funeral-home-crematory-center,537 Union,Manchester,NH,3104,603-622-8223,2195,695,270,795,895,350,325,125,300,3190,Included,2395
Connors Funeral Home,connors-funeral-home,55 West Main Rd,"Portsmouth,",RI,2871,401-846-0698,2395,845,195,595,625,325,350,195,125,4035,Included,3410
Conroy-Tully Crawford Funeral Homes & Crematory,conroy-tully-crawford-funeral-homes-crematory,172 State Street,Portland,ME,4101,207-773-6511,2195,595,395,495,495,495,495,150,150,2645,275,2150
Conroy-Tully Crawford South Portland Chapel,conroy-tully-crawford-south-portland-chapel,1024 Broadway,South Portland,ME,4106,207-773-6511,2195,595,395,495,495,495,495,150,150,2645,275,2150
"Conway, Cahill-Brodeur Funeral Home",conway-cahill-brodeur-funeral-home,20 Church Street,Peabody,MA,1960,978-531-0472,2750,695,225,650,800,500,450,200,Included,3845,315,3045
"Conway, Cahill-Brodeur Funeral Home",conway-cahill-brodeur-funeral-home-01,82 Lynn Street,Peabody,MA,1960,978-531-0398,2750,695,225,650,800,500,450,200,Included,3845,315,3045
Cook Family  Funeral Home,cook-family-funeral-home,163 Wyatt Way NE,Bainbridge Island,WA,98110,206-842-2642,1495,495,255,195,595,300,450,195,Not Available,1845,Included ,1345
Cook Funeral and Cremation Service Grandville Chapel,cook-funeral-and-cremation-service-grandville-chapel,4235 Prairie St. SW,Grandville,MI,49418,616-534-7619,2295,665,495,760,760,605,560,125,Not Available,4180,Not Available,3420
Cook Funeral Home,cook-funeral-home,82 Litchfield Street,Torrington,CT,6790,860-482-4456,2625,675,Included,475,475,225,325,190,195,3100,Not Available,2625
Cook-Hathaway Funeral Home,cook-hathaway-funeral-home,160 Park,Attleboro,MA,2703,508-222-7700,3645,1095,585,895,895,695,595,195,Included,3890,270,2995
Cook-Minnis Funeral Home ,cook-minnis-funeral-home,608 Main Street,Altavista, VA,24517,434-369-4412,1800,500,150,175,350,200,125,75,Not Available,3150,Included,2800
Cook-Richmond Funeral Home,cook-richmond-funeral-home,638 Columbia Street,Bogalusa,LA,70427,985-732-9301,2095,650,125,300,400,250,300,100,50,2050,Included,1600
Cook-Webb Funeral Home,cook-webb-funeral-home,216 W. Park Street,Guthrie,KY,42234,270-483-2157,2585,685,200,450,450,275,275,75,Not Available,2745,Included,2295
Cooke Funeral Home,cooke-funeral-home,2002 20th St,Nitro,WV,25143,304-755-3334,1975,580,260,335,335,315,315,100,Included,2305,Included,1970
Cooke Funeral Home,cooke-funeral-home-01,600 Old Fort St.,Cedar Grove,WV,25039,304-595-2561,1975,580,260,335,335,315,315,100,Included,2305,Included,1970
Cookeville Chapel of HooperHuddleston & Horner Funeral Home,cookeville-chapel-of-hooperhuddleston-horner-funeral-home,59 N. Jefferson Ave,Cookeville,TN,38501,931-526-6111,1650,620,190,495,495,195,225,125,Not Available,2340,280,1845
Cooper Funeral Home,cooper-funeral-home,210 W Walnut,Tecumseh,OK,74873,405-598-2124,2095,790,305,400,560,495,250,Not Available,Not Available,2535,185,1975
Cooperstown Funeral Chapel,cooperstown-funeral-chapel,808 Lenham Ave SW:PO 416,Cooperstown,ND,58425,701-797-2900,2800,1295,425,595,995,395,395,150,Not Available,5040,Included,4045
Coos Bay Chapel,coos-bay-chapel,685 Anderson St,Coos Bay,OR,97420,541-267-3131,995,295,195,195,395,295,195,95,Not Available,1590,Included,1195
Cope Funeral Home,cope-funeral-home,705 Perryman Street,Evergreen,AL,36401,251-578-3509,1975,325,110,465,465,255,255,110,Not Available,2850,350,2385
Copher-FeslerMay Funeral Home,copher-feslermay-funeral-home,415 South Anderson Street ,Elwood,IN,46036,765-552-6612,2160,720,290,390,590,340,220,90,Not Available,2665,220,2275
Corbin Funeral Home,corbin-funeral-home,1382 W. Cumberland Gap Pkwy,Corbin,KY,40701,606-523-9300,3495,875,350,625,625,200,425,150,150,2325,Included,1700
Corbin & Palmer Funeral Home,corbin-palmer-funeral-home,71 S. Union Street,Burlington,VT,5401,802-862-5142,2195,795,195,895,595,495,350,95,95,2345,Included,1750
Corbin & Palmer Funeral Home,corbin-palmer-funeral-home-01,9 Pleasant Street,"Essex Junction, VT",VT,5452,802-878-5802,2195,795,195,895,595,495,350,95,95,2345,Included,1750
Corbitt's Funeral Home,corbitts-funeral-home,205 N. Maple Street,Tuskegee,AL,36083,334-727-1810,1150,600,Included,500,500,200,300,200,Not Available,2100,Included,1800
Corey Funeral Home,corey-funeral-home,415 N. Main,Evart,MI,49631,231-734-2251,2370,690,260,370,360,355,365,Not Available,135,2645,Not Available,2285
Corinthian Funeral Home,corinthian-funeral-home,506 Kilpatrick,Corinth,MS,38834,662-286-8600,1395,600,200,125,250,100,100,60,Not Available,1750,Included,1500
Corleto-Latina Funeral Home,corleto-latina-funeral-home,808 N. Union Street,Wilmington,DE,19805,302-652-6642,1390,875,550,950,950,325,375,325,325,2345,Included,1395
Corn-Colvin Funeral Home ,corn-colvin-funeral-home,323 N. Main Street,Oakland City,IN,47660,812-749-4021,1550,795,225,595,795,264,250,95,95,3289,Included,2494
Cornelison Funeral Home,cornelison-funeral-home,431 N. 15th Ave,Pocatello,ID,83201,208-232-0542,1820,575,250,250,350,250,175,Included,75,2275,Included,1925
Cornell Memorial Home,cornell-memorial-home,247 White Street,Danbury,CT,6810,203-748-4833,2795,795,295,250,500,395,395,115,195,3495,400,2995
