Name,seo-url,Address,City,State,Zip,Phone,Basic Services,Embalming,Dressing & Casketing,Facilities & Staff for Visitation,Facilities & Staff for Chapel Service,Transfer Vehicle to Funeral Home,Hearse,UtilityFlower Vehicle,Lead Car,Direct Cremation with Memorial Service ,Crematory Fee,Direct Cremation
White Oaks Funeral Home,white-oaks-funeral-home,110 S 12th St.,Oakdale,LA,71463,318-335-5000,1495,475,100,210,210,130,100,75,Not Available,1790,Included,1595
White Oaks Funeral Home,white-oaks-funeral-home-01,6324 Masonic Dr,Alexandria,LA,71301,318-448-6240,1495,475,100,210,210,130,100,75,Not Available,1790,Included,1595
White-Ranson Funeral Home ,white-ranson-funeral-home,212 Washington Ave,Union City,TN,38261,731-885-1211,1795,500,100,500,500,200,120,100,Included,2595,Included,2295
Whiteley Funeral Home,whiteley-funeral-home,241 Bordentown Avenue,South Amboy,NJ,8879,732-721-0036,1850,995,300,900,400,395,395,395,250,2995,155,2245
Whiteside  Funeral Chapel,whiteside-funeral-chapel,109 E. Second,Aberdeen,WA,98520,360-532-9582,975,350,200,50,375,275,300,100,Not Available,1475,Included,878
Whiteside Funeral Chapel,whiteside-funeral-chapel-01,316 W. Young,Elma,WA,98541,360-482-2032,975,350,200,50,375,275,300,100,Not Available,1475,Included ,878
Whiteside Funeral Chapel,whiteside-funeral-chapel-02,121 Broadway Ave,Montesano,WA,98563,360-249-4322,975,350,200,50,375,275,300,100,Not Available,1475,Included,878
Whitfield Funeral Home-North Chapel,whitfield-funeral-home-north-chapel,245 Hwy 441 South,Demorest,GA,30535,706-778-1700,2300,660,290,415,525,345,315,275,Included,2995,Included,1650
Whitfield Funeral Home-South Chapel,whitfield-funeral-home-south-chapel,1370 Industrial Blvd,Baldwin,GA,30511,706-778-7123,2300,660,290,415,525,345,315,275,Included,2995,Included,1650
Whitfield & Whitley Funeral Home,whitfield-whitley-funeral-home,312 W. Martin Luther King Drive,Washington,NC,27889,252-946-3519,650,300,175,75,75,150,125,75,Not Available,1425,Included,1350
WhithamKanapaux Funeral Home,whithamkanapaux-funeral-home,20 Keller Avenue,Rockaway,NJ,7866,973-627-0075,2295,925,325,780,870,375,400,Included,Not Available,3070,Included,2495
Whiting's Funeral Home,whitings-funeral-home,7005 Pocahontas Trail,Williamsburg,VA,23185,757-229-3011,1350,650,200,350,600,275,250,100,100,2845,Included ,2245
Whitley & Son Funeral Home,whitley-son-funeral-home,1748 Dale Earnhardt Boulevard,Kannapolis,NC,28083,704-933-2222,2125,595,95,400,550,190,180,95,Not Available,2390,Included,1840
Whitlock Mortuary,whitlock-mortuary,120 Rose Lane,Toccoa,GA,30577,706-886-9411,1895,650,252,295,425,225,200,125,Not Available,2000,Included,1650
Whitsell Funeral Home,whitsell-funeral-home,605 N. Main Street,Sturgis,KY,42459,270-333-5535,1925,625,135,390,390,165,145,55,Not Available,2640,Included,2250
Whitsell Funeral Home,whitsell-funeral-home-01,250 N. Court Street,Morganfield,KY,42437,270-389-1460,1925,625,135,390,390,165,145,55,Not Available,2640,Included,2250
Whitson Funeral Home,whitson-funeral-home,30 N. Dixie,Cookeville,TN,38501,931-526-2151,1119,375,75,445,476,75,140,90,Not Available,1726,Included,1250
Whitson Funeral Home Baxter Chapel,whitson-funeral-home-baxter-chapel,228 Third Avenue South,Baxter,TN,38544,931-858-3118,1119,375,75,445,476,75,140,90,Not Available,1726,Included,1250
Whitten Funeral Home-Park Avenue  ,whitten-funeral-home-park-avenue,1336 Park Avenue,Lynchburg,VA,24501,434-845-4521,3250,895,295,495,595,495,495,395,Not Available,4095,Not Available,3500
Whitten Monelison Chapel ,whitten-monelison-chapel,3966 S. Amerst Hw,Madison Heights, VA,24572,434-929-5712,3250,895,295,495,595,495,495,395,Not Available,4095,Not Available,3500
Whitten Timberlake Chapel ,whitten-timberlake-chapel,7404 Timberlake Rd,Lynchburg,VA,24502,434-239-0331,3250,895,295,495,595,495,495,395,Not Available ,4095,Not Available,3500
Whittier-Porter Funeral Home,whittier-porter-funeral-home,6 High Street,Ipswich,MA,1938,978-356-3442,1450,475,90,425,450,300,350,225,90,2175,315,1725
Wickline Funeral Home,wickline-funeral-home,8704 Seneca Trail South,Lindside,WV,24951,304-753-5910,550,350,100,250,300,125,275,Not Available,Not Available,1650,Included,1350
Widener Funeral Home,widener-funeral-home,Rt 52 Main Street,Northfork,WV,24868,304-862-2505,1395,525,75,395,395,135,250,130,Not Available,2390,Included,1995
Wien & Wien Memorial Chapels,wien-wien-memorial-chapels,402 Park St,Hackensack,NJ,7601,201-489-3800,3495,695,295,795,795,495,595,495,Not Available,4390,Included,3595
Wiggin-PurdyMcCooey-Dion Funeral Home,wiggin-purdymccooey-dion-funeral-home,655 Central,Dove,NH,3820,603-742-1017,2485,475,295,475,575,295,295,150,Not Available,3985,Included,2195
"Wight, Comes & Sogn Funeral Chapel",wight-comes-sogn-funeral-chapel,1111 4th Street Northeast,Watertown,SD,57201,605-886-5876,2295,900,440,395,600,375,395,Included,Included,4070,Included,3470
Wilbert Funeral Home,wilbert-funeral-home,24120 Railroad,"Plaquemine,",LA,70764,225-687-1850,2395,750,250,450,150,350,450,Included,Not Available,3295,Included,2695
Wilbert Funeral Service,wilbert-funeral-service,440 S. Alexander,Port Allen,LA,70767,225-383-1850,2395,750,250,450,150,350,450,Included,Not Available,3295,Included,2695
Wilbraham Funeral Home,wilbraham-funeral-home,2551 Boston Road,Wilbraham,MA,1095,413-596-6100,1925,750,350,750,825,450,395,250,Included,3500,Included,2935
Wilbur-Romano Funeral Home,wilbur-romano-funeral-home,615 Main St,Warren,RI,2885,401-245-6818,3340,795,250,545,545,495,495,250,40,3325,200,2830
Wilcox Funeral Home,wilcox-funeral-home,106 Jordan,Carthage,MS,39051,601-267-8081,1960,500,125,325,325,300,225,150,Not Available,2525,Included,2200
Wilcoxen Funeral Home,wilcoxen-funeral-home,2226 Jackson Avenue,Point Pleasant,WV,25550,304-675-4384,1397,595,195,325,325,275,275,140,Not Available,2024,Included,1699
Wildeman Funeral Home,wildeman-funeral-home,Box 216,Hillsboro,ND,58045,701-436-4411,1895,595,345,295,345,245,295,45,45,3295,Included,1145
Wilder Funeral Home,wilder-funeral-home,207 S. Bragg Street,Perryville,KY,40468,859-332-4321,1795,680,175,360,395,100,290,90,100,2100,250,1890
Wilder's Funeral Home,wilders-funeral-home,202 East 10th Street,Scotland Neck,NC,27874,252-826-2011,1550,650,175,175,500,225,295,125,125,1445,Included,995
Wilders Funeral Home,wilders-funeral-home-01,921 S Main Street,Rich Square,NC,27869,252-539-2300,1550,650,175,175,500,225,295,125,125,1445,Included,995
Wilders Funeral Home,wilders-funeral-home-02,816 S Commerce Street,Aulander,NC,27805,252-345-6575,1550,650,175,175,500,225,295,125,125,1445,Included,995
Wilfred Armitage & Wiggins Funeral Home,wilfred-armitage-wiggins-funeral-home,596 Belgrove Drive,Kearny,NJ,7032,201-991-0657,1865,950,325,890,450,240,290,215,Included,2600,325,1950
Wilhelm-Eakin Funeral Home,wilhelm-eakin-funeral-home,19814 Big Lane,Midland,MD,21542,301-463-4042,2750,650,325,470,450,360,395,90,90,3325,300,2875
Wilhelm-Eakin Funeral Home,wilhelm-eakin-funeral-home-01,8 East Main Street,Lonaconing,MD,21539,301-463-5535,2750,650,325,470,450,360,395,90,90,3325,300,2875
Wilkerson Funeral Home,wilkerson-funeral-home,1909 Richardson Drive,Reidsville,NC,27320,336-349-4341,1695,595,195,360,395,195,195,95,Not Available,2090,Included,1695
Wilkerson Funeral Home,wilkerson-funeral-home-01,403 W. Stillwell Avenue,De Queen,AR,71832,870-642-2218,1570,590,130,190,465,175,175,95,95,2050,Included,1585
Wilkerson Funeral Home,wilkerson-funeral-home-02,110 East 4th Street,Dierks,AR,71833,870-286-3088,1570,590,130,190,465,175,175,95,95,2050,Included,1585
Wilkins-Doughty Funeral Home ,wilkins-doughty-funeral-home,119 Pine,Cape Charles,VA,23310,757-331-2725,1475,595,150,275,475,250,250,125,125,2470,Included ,1995
Wilkinson Funeral Home,wilkinson-funeral-home,100 Branchview Dr,Concord,NC,28026,704-786-3168,1795,600,175,395,425,180,275,175,175,2045,Included,1695
Wilkinson Mortuary,wilkinson-mortuary,220 N. Main,Okeene,OK,73763,580-822-4444,1400,900,350,300,Not Available,200,300,150,Included,2600,Included,1050
Wilkinson Mortuary,wilkinson-mortuary-01,208 N Noble Ave,Watonga,OK,73772,580-623-5222,1400,900,350,300,Not Available,200,300,50,Included,2600,Included,1050
WilkinsonBeane-SimoneauPaquette Funeral Home & Cremation Services,wilkinsonbeane-simoneaupaquette-funeral-home-cremation-services,164 Pleasant Street,Laconia,NH,3246,603-524-4300,1550,750,275,450,450,300,350,175,175,2245,Included,1795
Will Funeral Chapel,will-funeral-chapel,210 E. Green Drive,Mitchell,SD,57301,605-996-2326,1675,595,360,345,455,325,190,Included,50,5335,Included,3380
Will & Schwarzkoff Funeral Home,will-schwarzkoff-funeral-home,233 Northbound Gratiot,Mount Clemens,MI,48043,586-468-4509,1835,720,190,677,560,240,350,115,Not Available,2595,225,1795
William. F. Smart Sr. Memorial Home,william-f-smart-sr-memorial-home,584 West Main Street,Tilton,NH,3276,603-286-3132,1895,595,225,525,425,295,325,225,Not Available,2590,365,2165
William Kohoot Funeral Home,william-kohoot-funeral-home,854 Avenue C,Bayonne,NJ,7002,201-858-1039,1800,975,400,900,400,395,295,295,Not Available,2570,155,2170
William L. Danks Funeral Home,william-l-danks-funeral-home,222 North Lafayette Street,Beaver Dam,KY,42320,270-274-7124,2495,650,475,595,595,475,475,375,Not Available,2220,300,1625
William M. Johnson & Sons Funeral Home,william-m-johnson-sons-funeral-home,224 S. Main,Franklin,VA,23851,757-562-3393,1495,700,75,100,175,225,220,Not Available,Not Available,2220,Included,2070
William N. Bland & Son Funeral Home ,william-n-bland-son-funeral-home,137 Harrison Street,Petersburg,VA,23803,804-732-7841,1695,795,225,695,695,250,150,125,125,1990,Included ,1295
William R. Carafa & Son Home For Funerals,william-r-carafa-son-home-for-funerals,389 Washington Avenue,Chelsea,MA,2150,617-884-4188,2695,700,275,1100,905,475,475,350,280,3450,550,2545
William R. Hamilton Co. Funeral Directors,william-r-hamilton-co-funeral-directors,226 Crocker Blvd,Mount Clemens,MI,48043,586-463-0577,1410,600,275,600,550,295,395,150,Not Available,2216,Included,1741
William R. McDonald Funeral Home,william-r-mcdonald-funeral-home,2591 Main Street,Stratford,CT,6615,203-378-0758,2195,695,275,950,890,375,365,150,Included,3090,Included,2495
William R. Strickland and Son Funeral Directors,william-r-strickland-and-son-funeral-directors,260 Main Street,Clermont,GA,30527,770-983-7351,4480,625,Included,385,385,175,375,150,Included,2375,Included,1990
William Reese & Sons Mortuary,william-reese-sons-mortuary,1922 Forest Drive,Annapolis,MD,21401,410-268-6015,1985,695,345,470,540,345,365,190,Not Available,2350,Included,1810
William Sullivan & Son Funeral Directors,william-sullivan-son-funeral-directors,8459 Hall Road,Utica,MI,48317,586-731-2411,2295,525,400,895,625,160,300,160,Not Available,2410,Not Available,1785
William Sullivan & Son Funeral Directors,william-sullivan-son-funeral-directors-01,705 W. Eleven Mile Road,Royal Oak,MI,48067,248-541-7000,2295,525,400,895,625,160,300,160,Not Available,2410,Not Available,1785
William W. Tripp Funeral Home,william-w-tripp-funeral-home,1008 Newport,"Pawtucket,",RI,2861,401-722-2140,2275,650,250,650,650,325,325,200,Not Available,3015,200,2365
Williams-Blue Ridge Funeral Home,williams-blue-ridge-funeral-home,147 Virginia Street,Sophia,WV,25921,304-683-3216,3160,895,295,695,730,410,410,210,Not Available,3125,Included,2395
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home,324 2nd Avenue South,Sauk Rapids,MN,56379,320-251-1454,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home-01,205 South Rum River Drive,Princeton,MN,55371,763-389-1131,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home-02,107 Avon Avenue South,Avon,MN,56310,320-356-7337,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home-03,233 State Street North,Eden Valley,MN,55329,320-453-3608,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home-04,8596 Main Avenue,Clear Lake,MN,55319,320-743-2204,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home,williams-dingmann-family-funeral-home-05,14264 Bank Street,Becker,MN,55308,763-262-1454,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Dingmann Family Funeral Home Stein Chapel,williams-dingmann-family-funeral-home-stein-chapel,333 1st Avenue North,Long Prairie,MN,56347,320-732-2629,3095,795,391,575,695,595,395,189,Not Available,4290,Included,3595
Williams Funeral Home,williams-funeral-home,2209 N Meridian Street,Greenfield,TN,38230,731-235-2224,1275,800,200,550,700,100,180,75,Not Available,2690,Included,2190
Williams Funeral Home ,williams-funeral-home-01,242 Church Avenue,Chilhowie, VA,24319,276-646-8652,995,995,150,450,495,225,250,175,75,2270,Included,1820
Williams Funeral Home,williams-funeral-home-02,814 Idaho Street,"Superior,",NE,68978,402-879-3123,975,1130,650,205,340,150,340,80,Not Available,2365,Included,1925
Williams Funeral Home,williams-funeral-home-03,241 West 4th Street,Red Cloud,NE,68970,402-746-2500,975,1130,650,205,340,150,340,80,Not Available,2365,Included,1925
Williams Funeral Home,williams-funeral-home-04,4270 Hawthorne Road,Indian Head,MD,20640,301-743-5478,2145,685,145,725,395,355,355,Not Available,Not Available,2595,Included,2120
Williams Funeral Home,williams-funeral-home-05,67525 Highway 41,Pearl River,LA,70452,985-863-5733,1950,775,275,690,890,395,335,220,Included,3480,400,1900
Williams Funeral Home,williams-funeral-home-06,2945 Old Tobacco Road,Hephzibah,GA,30815,706-792-1003,1895,895,Included,185,250,175,275,75,Included,1500,Included,1250
Williams Funeral Home,williams-funeral-home-07,504 N Adams,Camden,AR,71701,870-836-5096,1175,600,185,175,100,200,250,Not Available,Not Available,1525,Included,1425
Williams Funeral Home,williams-funeral-home-08,1517 Caddo Street,Arkadelphia,AR,71923,870-246-4211,1520,800,100,300,200,100,300,150,Not Available,1195,Included,995
Williams Funeral Home,williams-funeral-home-09,410 Windsor Avenue,Lawrenceville, VA ,23868,434-848-2113,1750,625,125,475,550,225,190,75,Not Available,3240,Included ,2690
Williams Funeral Home ,williams-funeral-home-10,135 Fonville St,Sharon,TN,38255,731-456-2300,1275,800,200,550,700,100,180,75,Not Available,2690,Included,2190
Williams Funeral Home,williams-funeral-home-11,429 S. Cedar,Gleason,TN,38229,731-648-5801,1275,800,200,550,700,100,180,75,Not Available,2690,Included,2190
Williams Funeral Home & Crematory,williams-funeral-home-crematory,1670 North Jefferson Street,Milledgeville,GA,31061,478-452-2148,995,850,175,350,425,250,225,225,175,2075,Included,1650
Williams Funeral Home & Crematory,williams-funeral-home-crematory-01,306 N. Jefferson Avenue,Eatonton,GA,31024,706-485-3303,995,850,175,350,425,250,225,225,175,2075,Included,1650
Williams Funeral Home of Barnesville,williams-funeral-home-of-barnesville,513 Rose Avenue,Barnesville,GA,30204,770-358-1678,2375,950,250,485,575,275,275,225,225,2950,Included,2375
Williams Funeral Services,williams-funeral-services,931 Hausten Street,Honolulu,HI,96826,808-949-0022,900,700,325,595,595,350,400,125,Not Available,2540,Included,1120
Williams & Lord Funeral Home,williams-lord-funeral-home,711 North Oak Avenue,Ruleville,MS,38771,662-756-2248,1885,650,250,450,300,150,200,60,60,3350,Included,3050
Williams Memorial Chapel Funeral Home,williams-memorial-chapel-funeral-home,2353 South Boulevard,Brewton,AL,36427,251-867-4304,1495,500,Not Available,250,500,200,200,100,100,2495,Included,1995
Williams Memorial Funeral Home,williams-memorial-funeral-home,208 Prairie Street,Okolona,MS,38860,662-447-5822,850,895,100,195,300,125,275,Not Available,75,1285,Included,985
Williams Mortuary,williams-mortuary,213 E. Minnesota Street,Brookhaven,MS,39601,601-833-5871,400,400,Included,150,150,100,160,Included,Not Available,1650,Included,1500
Williams-Parksley Funeral Home,williams-parksley-funeral-home,25046 Parksley Road,Parksley,VA,23421,757-665-5153,1500,550,100,300,350,300,250,150,150,2500,950,2150
Williams Service Funeral Home,williams-service-funeral-home,7417 Culver Road,Tuscaloosa,AL,35401,205-759-1261,1500,800,400,400,400,150,350,300,Not Available,2275,Included,1925
Williams & Southall Funeral Home,williams-southall-funeral-home,5414 Hwy 1,Napoleonville,LA,70390,985-369-7231,1275,850,125,350,375,185,325,Not Available,95,2050,Included,1675
Williams & Southall Funeral Home,williams-southall-funeral-home-01,101 Loop 945,Donaldsonville,LA,70346,225-473-1900,1275,850,125,350,375,185,325,Not Available,95,2050,Included,1675
Williams & Southall Funeral Home,williams-southall-funeral-home-02,1204 Cleveland,Thibodaux,LA,70301,985-447-2513,1275,850,125,350,375,185,325,Not Available,95,2050,Included,1675
Williams-White Columns Funeral Home,williams-white-columns-funeral-home,179 Milledgeville Hwy,Gordon,GA,31031,478-628-2200,2565,800,600,485,525,250,275,185,185,2375,Included,1850
WilliamsLobermeier Funeral Home & Cremation Service,williamslobermeier-funeral-home-cremation-service,3208 West 3rd St,Duluth,MN,55806,218-624-1059,2950,720,330,215,990,425,425,100,100,4050,Included,3480
Williamson Funeral Home,williamson-funeral-home,311 South Main Street,Federalsburg,MD,21632,410-754-5400,1875,495,25,165,165,95,135,95,Not Available,2395,Included,2130
Williamson Memorial Funeral Home & Gardens,williamson-memorial-funeral-home-gardens,3009 Columbia Ave,Franklin,TN,37064,615-794-2289,1625,790,185,445,445,190,200,95,Not Available,2140,Gainesboro,1695
Williamson & Spencer Funeral Home1,williamson-spencer-funeral-home1,208 N. Commerce Street ,Portland,IN,47371,260-726-7111,1625,690,191,395,395,225,189,Not Available,Not Available,2625,Included,2230
Williamson Spradlin Funeral Home,williamson-spradlin-funeral-home,225 S. Main Street,Wetumka,OK,74883,405-452-3231,1495,575,100,225,620,125,125,125,Not Available,1790,195,1170
Williamson Spradlin Funeral Home,williamson-spradlin-funeral-home-01,616 S. Seminole,Weleetka,OK,74880,405-452-3231,1495,575,100,225,620,125,125,125,Not Available,1790,195,1170
WilliamsOnancock Funeral Home  ,williamsonancock-funeral-home,94 Market Street,Onancock,VA,23417,757-787-2340,1500,550,100,300,350,300,250,150,150,2500,950,2150
WilliamsPedersen Funeral Home,williamspedersen-funeral-home,45 Main St,Upton,MA,1568,508-529-6992,2495,550,225,400,500,500,500,150,Not Available,2495,250,1995
Willie A. Watkins Funeral Home-Carrollton Chapel,willie-a-watkins-funeral-home-carrollton-chapel,602 Newnan Road,Carrollton,GA,30117,770-836-0044,1595,995,260,400,495,350,400,400,Not Available,1670,Included,1175
Willie A. Watkins Funeral Home-Douglasville Chapel,willie-a-watkins-funeral-home-douglasville-chapel,8312 Dallas Highway,Douglasville,GA,30134,404-758-1731,1595,995,260,400,495,350,400,400,Not Available,1670,Included,1175
Willie A. Watkins Funeral Home Riverdale Chapel,willie-a-watkins-funeral-home-riverdale-chapel,6580 Church St,Riverdale,GA,30274,-,1595,995,260,400,495,350,400,400,Not Available,1670,Included,1175
Willis Funeral Home,willis-funeral-home,2011 Martin Luther King Jr. Blvd,Dalton,GA,30721,706-278-3808,1350,795,50,175,250,150,250,90,Not Available,1800,Included,1550
Willis Funeral Service,willis-funeral-service,3513 Harrison Street,Batesville,AR,72503,870-698-1240,1130,285,180,185,430,300,280,110,Not Available,1580,Included,1150
Willis Jamerson-Braswell Funeral Home,willis-jamerson-braswell-funeral-home,176 Hand,Pelham,GA,31779,229-294-2661,1275,500,125,275,325,190,150,Not Available,100,2200,Included,1875
Willis Reynolds Funeral Home,willis-reynolds-funeral-home,56 Northwest Blvd,Newton,NC,28658,828-464-0131,2095,695,195,295,395,320,420,120,Not Available,2665,Included,2270
Willoughby Funeral Home,willoughby-funeral-home,301 N. Main,Howard,SD,57349,605-772-4681,1495,895,295,395,395,245,245,35,Not Available,3595,Included,3200
Wills Funeral Service,wills-funeral-service,701 Martin Luther King Jr. Blvd.,Northport,AL,35476,205-758-3444,1522,848,100,200,600,250,350,275,Not Available,1550,Included,950
Wilmington Funeral & Cremation,wilmington-funeral-cremation,1535 41st Street,Wilmington,NC,28403,910-791-9099,2190,575,300,475,495,375,275,175,Not Available,1570,Included,1075
Wilson-Apple Funeral Home,wilson-apple-funeral-home,2560 Pennington Rd.,Pennington,NJ,8534,609-737-1498,3400,1050,500,750,750,450,450,400,400,4230,325,3480
Wilson & Associates Funeral Service Inc,wilson-associates-funeral-service-inc,5008 Nine Mile Road,Richmond,VA,23223,804-222-1720,1300,575,175,250,375,275,325,125,Not Available ,2125,Included ,1800
Wilson Brothers Funeral Home & Crematory,wilson-brothers-funeral-home-crematory,31404 NE 1st Avenue,Carbon Hill,AL,35549,205-924-4147,1845,695,100,300,490,325,245,295,Not Available,2190,Included,1750
Wilson County Memorial Park & Chapel,wilson-county-memorial-park-chapel,618 S. Maple Avenue,Lebanon,TN,37087,615-444-5417,1195,1095,Included,495,820,295,295,Included,Not Available,2315,Included,1495
Wilson Family Funeral Service,wilson-family-funeral-service,501 W. State Street,Black Mountain,NC,28711,828-669-8121,1995,750,175,450,450,325,200,150,Not Available,2095,Included,1645
Wilson Funeral Chapel,wilson-funeral-chapel,479 County Street,New Bedford,MA,2740,508-993-4313,2595,650,200,500,500,350,350,300,Included,2395,270,1895
Wilson Funeral & Cremation Service,wilson-funeral-cremation-service,5301 Albemarle Road,Charlotte,NC,28212,704-568-2106,2995,995,395,295,295,545,395,445,Not Available,3185,Included,2890
Wilson Funeral Home,wilson-funeral-home,420 Lee St. W,Charleston,WV,25302,304-343-5196,3035,895,295,695,730,410,410,410,Included,2870,Included,2140
Wilson Funeral Home,wilson-funeral-home-01,227 E. Aspen,Pond Creek,OK,73766,580-532-4222,2695,525,174,149,525,170,210,175,Not Available,4150,325,3625
Wilson Funeral Home,wilson-funeral-home-02,100 N. Barker,El Reno,OK,73036,405-262-3311,3000,475,275,175,325,375,350,375,Not Available,1110,265,785
Wilson Funeral Home,wilson-funeral-home-03,24 Shaker Road,Gray,ME,4039,207-657-3204,1985,480,195,475,475,295,350,125,Not Available,2695,Included,1595
Wilson Funeral Home,wilson-funeral-home-04,904 Thomas E. Jolly Drive,Monticello,MS,39654,601-587-2573,2415,630,210,260,500,315,350,225,75,2620,Included,2095
Wilson Funeral Home,wilson-funeral-home-05,391 E. Steve Wariner Drive,Russell Springs,KY,42642,270-866-6151,1100,525,100,Included,880,125,125,Not Available,Not Available,2075,Included,1195
Wilson Funeral Home,wilson-funeral-home-06,1270 Highway 2565,Louisa,KY,41230,606-638-0034,1495,500,225,425,475,350,350,200,Not Available,2325,Included,1850
Wilson Funeral Home,wilson-funeral-home-07,1449 S. 9th St,Canon City,CO,81212,719-275-3372,1125,375,100,250,575,320,155,150,135,2420,Included,1925
Wilson Funeral Home,wilson-funeral-home-08,1323 W. Keiser Ave,Osceola,AR,72370,870-563-2877,1070,795,150,300,655,250,250,50,Not Available,2150,Included,1495
Wilson Funeral Home,wilson-funeral-home-09,3801 Gault Avenue N,Fort Payne,AL,35967,256-845-9150,795,450,75,250,200,125,190,95,Not Available,1700,Included,1550
Wilson Funeral Home,wilson-funeral-home-10,1020 S. Division,Blytheville,AR,72315,870-763-2547,1070,795,150,300,655,250,250,50,Not Available,2150,Included,1495
Wilson Funeral Home-J Avery Bryan Chapel,wilson-funeral-home-j-avery-bryan-chapel,215 Lee Ave.,Chickamauga,GA,30707,706-375-2161,2295,725,150,600,450,245,195,110,Not Available,2595,Included,2195
Wilson Funeral Home-WallisStewart Chapel,wilson-funeral-home-wallisstewart-chapel,443 Boynton Drive,Ringgold,GA,30736,706-935-2331,2295,725,150,600,450,245,195,110,Not Available,2595,Included,2195
Wilson-Jarrett Funeral Home,wilson-jarrett-funeral-home,106 E. Elm Street,Morrilton,AR,72110,501-354-1662,1000,550,375,475,950,250,375,Not Available,Not Available,1950,Included,1400
Wilson-Little Funeral Home,wilson-little-funeral-home,127 S. Canadian,Purcell,OK,73080,405-527-6543,1425,450,100,395,275,200,175,50,Not Available,2435,Included,2040
Wilson-Little Funeral Home,wilson-little-funeral-home-01,3132 Tri-City Drive,Newcastle,OK,73065,405-387-2243,1425,450,100,395,275,200,175,50,Not Available,2435,Included,2040
Wilson Memorial Service,wilson-memorial-service,2811 Fieldstream Drive N,Wilson,NC,27896,252-237-7171,2600,750,500,400,400,300,200,Not Available,Not Available,2750,Included,2350
Wilson Miller Funeral Home,wilson-miller-funeral-home,4210 N. Saginaw,Midland,MI,48640,989-839-9966,1695,635,275,590,590,300,315,120,190,2475,220,1885
Wilson-Robison Funeral Home,wilson-robison-funeral-home,701 Pine Bluff Highway,England,AR,72046,501-842-3901,1395,450,175,300,495,250,250,100,Not Available,1540,350,1045
Wilson-ShamblinSmith Funeral Home,wilson-shamblinsmith-funeral-home,154 Main Street,Clay,WV,25043,304-587-4244,1920,590,95,360,360,255,290,145,145,2775,Not Available,2415
Wilson Shields Funeral Home,wilson-shields-funeral-home,405 Argyle,Minneapolis,KS,67467,785-392-2131,1869,699,195,300,350,185,250,165,Not Available,2575,Included,2225
Wilson & Sons Funeral Home,wilson-sons-funeral-home,555 W. Cloud Springs Road,Fort Oglethorpe,GA,30742,706-866-5555,2295,725,150,600,450,245,195,110,Not Available,2595,Included,2195
Wilson St. Pierre Funeral Service & Crematory Greenwood Chapel,wilson-st-pierre-funeral-service-crematory-greenwood-chapel,481 W. Main St,Greenwood, IN ,46142,317-881-2514,2395,1095,230,650,650,440,345,140,Not Available,3945,Included,3295
Wilson St. Pierre Funeral Service & Crematory Vandivier-Tudor Chapel,wilson-st-pierre-funeral-service-crematory-vandivier-tudor-chapel,951 N Main,Franklin, IN,46131,317-736-5292,1395,995,185,650,650,295,345,140,Not Available ,2738,Included,2088
Wilson St. Pierre Funeral Service & Crematory Walker Cottage Family Center,wilson-st-pierre-funeral-service-crematory-walker-cottage-family-center,475 West Main Street,Greenwood, IN ,46142,317-881-8514,2395,1095,230,650,650,440,345,140,Not Available,3945,Included,3295
Wilson's Chapel of the Roses,wilsons-chapel-of-the-roses,965 W. Harvard Blvd,Roseburg,OR,97471,541-673-4455,1835,275,195,195,395,410,250,185,Not Available,1985,Included,1590
Wimberg Funeral Home,wimberg-funeral-home,400 Liverpool Ave.,Egg Harbor City,NJ,8215,609-965-0357,2090,899,425,400,425,425,425,325,Not Available,3365,Included,2940
Wimberly & Jackson Funeral Home,wimberly-jackson-funeral-home,325 Summit Street S.E.,Gainesville,GA,30501,770-536-3251,1695,600,100,250,250,175,400,195,Included,1500,Included,1300
Winchester Funeral Home,winchester-funeral-home,209 State Street,Charlevoix,MI,49720,231-547-2881,2195,695,395,495,495,Included,325,Not Available,Not Available,3385,290,2195
Windsor Locks Funeral Home,windsor-locks-funeral-home,441 Spring Street,Windsor Locks,CT,6096,860-623-3498,2200,55,310,225,925,350,350,170,Not Available,3940,Included,3380
Winfield & Sons Funeral Home & Crematory,winfield-sons-funeral-home-crematory,571 West Greenville Road,North Scituate,RI,2857,401-647-5421,2000,475,Included,600,600,300,325,325,325,3105,Included,2155
Wing-Bain Funeral Home,wing-bain-funeral-home,418 N. 5th. St,Montevideo,MN,56265,320-269-8425,3054,875,440,350,525,475,375,150,100,6200,Included,1650
Wing-Bain Funeral Home,wing-bain-funeral-home-01,595 14th Street,Granite Falls,MN,56241,320-564-2343,3054,875,440,350,525,475,375,150,100,6200,Included,1650
